seed,mechanism,insured_pct,accepted_premium,accepted_coverage,profit_per_insurer,subsidy_total,hhi,override_residual,assignment_override_rate,premium_override,coverage_override
46,FL-IMDR restricted,0.985,222.79098069598757,0.7550953134987772,1697.5824916319718,737.5967200224025,0.4556094458466056,0.0,0.0,0.0,0.0
47,Bayesian direct mechanism,0.734,212.9816240733,0.7942167269936794,1057.9081849109305,0.0,0.7003997708516827,0.3216299394156388,0.27,0.060674731734098784,0.042585147097178734
47,Central welfare planner,1.0,218.23207586019748,0.7865317894146788,1261.333463687238,128.8033637082225,0.40591999999999995,0.34122241927567454,0.272,0.10779890763021907,0.030645930921129976
47,FL-IMDR restricted,0.999,216.64058066766734,0.7613042247235039,1684.9997786497345,692.1364830248767,0.518633731251913,0.0,0.0,0.0,0.0
48,Bayesian direct mechanism,0.704,212.5172826484981,0.7958466355803353,1014.0736042413188,0.0,0.6912846751231335,0.36116196025547753,0.309,0.05974693819548118,0.0445769823154738
48,Central welfare planner,0.9949999999999999,218.4489558850376,0.7861014371192943,1255.7948716852347,170.96462515383732,0.41310969084787263,0.29924540592454807,0.22999999999999998,0.1066761173450745,0.03181469450402165
48,FL-IMDR restricted,0.97,219.2779057823539,0.7652104917700434,1660.2123874212689,608.7415768043302,0.47487011082901087,0.0,0.0,0.0,0.0
49,Bayesian direct mechanism,0.742,214.23737723922562,0.793594127142238,1071.0318443141502,0.0,0.6944322734910204,0.4078912966540293,0.355,0.0600479879504741,0.04573460535758448
49,Central welfare planner,0.991,218.9310959098434,0.7850238939727749,1250.594901456208,109.93470377667248,0.38073114580144884,0.3764584817877902,0.307,0.10634364389346866,0.032573319682111676
49,FL-IMDR restricted,0.9800000000000001,218.91098505514975,0.761305528623663,1663.691737927431,587.9387311048795,0.4964806330695543,0.0,0.0,0.0,0.0
